title,abstract,year
Effect of esketamine on serum neurotransmitters in patients with postpartum depression: a randomized controlled trial.,"The development of postpartum depression has been linked to fluctuations in the levels of neurotransmitters in the human body, such as 5-hydroxytryptamine (5-HT), dopamine (DA), noradrenaline (Norepinephrine, NE), and brain derived neurotrophic factor (BDNF). Research has indicated that the antidepressant effect of esketamine are mediated by monoamine transmitters and neurotrophic factors. Therefore, we postulate that intravenous administration of esketamine in patients with postpartum depression may alter the serum concentrations of these neurotransmitters. Three hundred fifteen patients with postpartum depression were selected and divided into two groups based on randomized numerical expression: esketamine (E) group (0. 25 mg/kg esketamine) and control (C) group (a same volume of 0.9% saline), all the drugs were pumped for 40 min. After the end of drug pumping, all patients were continuously observed for 2 h. Changes in serum levels of 5-HT, DA, NE, BDNF were recorded before drug administration and on the 3rd day after drug administration. The scores of Edinburgh Postnatal Depression Scale (EPDS) were calculated before drug administration, and on the 3rd day and on the 30th day after drug administration. Dizziness, headache, nausea, vomiting, drowsiness, and feeling of detachment occurred were recorded within 2 h after drug administration. Before drug administration, the serum concentrations of 5-HT,DA,BDNF,NE in Group E and Group C were namely (0. 91 ± 0. 19 vs. 0. 98 ± 0. 21, P = 0. 181), (2. 38 ± 0. 35 vs. 2. 32 ± 0. 32, P = 0. 491), (3. 07 ± 0. 89 vs 3. 02 ± 0. 88, P = 0. 828), (39. 79 ± 7. 78 vs 41. 34 ± 10. 03, P = 0. 506). On the third day post-medication, the serum concentrations of 5-HT,DA,BDNF,NE in Group E and Group C were namely (1. 42 ± 0. 35 vs. 0. 96 ± 0. 24, P < 0. 001), (3. 99 ± 0. 17 vs. 2. 41 ± 0. 28, P < 0. 001),(5. 45 ± 0. 81 vs 3. 22 ± 0. 76, P < 0. 001),(44. 36 ± 9. 98 vs 40. 69 ± 11. 75, P = 0. 198). Before medication, the EPDS scores were (16. 15 ± 3. 02 vs 17. 85 ± 3. 89, P = 0. 064). on the third day after medication, the Group E had significantly reduced scores (12. 98 ± 2. 39 vs 16. 73 ± 3. 52, P < 0. 001). On the 30rd day after medication, EPDS scores between the two groups were (16. 34 ± 3. 43 vs 16. 91 ± 4. 02, p = 0. 203). Within 2 h of medication, the rate of adverse events was similar between the two groups. Small doses of esketamine can increase the serum concentration of 5-HT,DA,BDNF, and in the short term, decrease EPDS scores, and improve postpartum depressive symptoms. Retrospectively registered in the Chinese Clinical Trial Registry (ChiCTR2300078343, 2023/12/05).",2024
Genetically encoded sensors for in vivo detection of neurochemicals relevant to depression.,"Depressive disorders are a common and debilitating form of mental illness with significant impacts on individuals and society. Despite the high prevalence, the underlying causes and mechanisms of depressive disorders are still poorly understood. Neurochemical systems, including serotonin, norepinephrine, and dopamine, have been implicated in the development and perpetuation of depressive symptoms. Current treatments for depression target these neuromodulator systems, but there is a need for a better understanding of their role in order to develop more effective treatments. Monitoring neurochemical dynamics during depressive symptoms is crucial for gaining a better a understanding of their involvement in depressive disorders. Genetically encoded sensors have emerged recently that offer high spatial-temporal resolution and the ability to monitor neurochemical dynamics in real time. This review explores the neurochemical systems involved in depression and discusses the applications and limitations of current monitoring tools for neurochemical dynamics. It also highlights the potential of genetically encoded sensors for better characterizing neurochemical dynamics in depression-related behaviors. Furthermore, potential improvements to current sensors are discussed in order to meet the requirements of depression research.",2024
"Effect of esketamine on postpartum depression after labor analgesia and potential mechanisms: a randomized, double-blinded controlled trial.","To evaluate the effect of esketamine combined with ropivacaine hydrochloride on the occurrence of postpartum depression (PPD) after labor analgesia under epidural analgesia pump and explore the possible mechanisms. A total of 120 women aged 24 to 36 years old who underwent labor analgesia by epidural analgesia pump, with American Society of Anesthesiologists (ASA) physical status II were enrolled. According to the formula of epidural analgesia pump, all participants were randomly divided into two groups: esketamine group (Group E) and control group (Group C). Epidural anaesthesia were operated in all women between L<sub>2</sub> and L<sub>3</sub> after cervical dilation up to 2 ~ 3 cm. After successful puncture, the epidural catheter was placed 3.5 cm toward the head and 1% lidocaine was injected for 3 ml. The epidural analgesia pump was connected. Esketamine (0.2 mg/kg) combined with 0.75% ropivacaine hydrochloride (20 ml) were diluted by normal saline up to 100 ml in Group E, when only the equal dose of ropivacaine hydrochloride was used in Group C. The visual analogue scale (VAS) before analgesia (T<sub>1</sub>), 5 (T<sub>2</sub>), 10 (T<sub>3</sub>) and 20 (T<sub>4</sub>) minutes after analgesia were measured. The duration of the first and second stage of labor, the Apgar score of fetus at delivery, postpartum hemorrhage, consumption of esketamine and ropivacaine were recorded. The incidence of PPD was recorded at 1 week and 6 weeks after delivering. The occurrence of side effects such as nausea and vomiting, dizziness, and nightmares were also recorded for 48 h after delivering. The levels of leptin, norepinephrine(NE), and epinephrine(E) in the peripheral venous blood were measured before labor analgesia and at 24 h, 1 week, and 6 weeks after delivering. Compared with Group C, the VAS score at T<sub>2</sub>, T<sub>3</sub> and T<sub>4</sub> were significantly lower in Group E (P < 0.01). Compared with Group C, the incidence of PPD was significantly lower at 1 week and 6 weeks after delivering in Group E (P < 0.01). Compared with Group C, the levels of leptin were significantly higher at 24 h and 1 week after delivering in Group E (P < 0.01), while NE and E (P < 0.01) were lower at the same time (P < 0.01). There were no significant difference of the duration of the first and second stage of labor, the Apgar score of fetus at delivery, postpartum hemorrhage, consumption of ropivacaine and the side effects for 48 h after delivering between the two groups. Esketamine combined with ropivacaine hydrochloride used in labor analgesia can significantly reduce the incidence of postpartum depression after delivering without increasing related side effects, which may be related to the regulation of leptin, norepinephrine, and epinephrine in the serum. The trial was registered at the Chinese Clinical Trial Registry on 30/05/2022 (CTRI registration number-ChiCTR2200060387). URL of registry: https://www.chictr.org.cn/bin/home .",2024
Association of serotonin reuptake inhibitors with asthma control.,"<b>Background:</b> Clinical trials demonstrated that selective serotonin reuptake inhibitors (SSRI) can improve asthma control in patients with comorbid major depressive disorder (MDD) and that this effect may be greater than the effect of SSRIs on depression. These findings suggest that SSRIs may improve asthma control in patients without MDD. <b>Objective:</b> The current retrospective study examined the effect of SSRIs and serotonin and norepinephrine reuptake inhibitors (SNRI) on asthma control in adult patients. We hypothesized that patients would have fewer asthma exacerbations after treatment with an SSRI or SNRI. <b>Methods:</b> Electronic health record data of adult patients (N = 592) who were seen at a University of Texas Southwestern (UTSW) hospital or clinic and had (1) an SSRI or SNRI prescription, (2) a previous asthma diagnosis, and (3) no mood disorder diagnosis were extracted by using the UTSW Clinical Data Exchange Network. Wilcoxon signed rank tests were used to compare oral corticosteroid prescriptions and asthma-related emergency department (ED) visits and hospitalizations in the 12 months before and after the start of an SSRI/SNRI. <b>Results:</b> Therapy with SSRIs/SNRIs was associated with a significant decrease in oral corticosteroid use (p = 0.003), ED visits (p = 0.002), and hospitalizations (p < 0.001). <b>Conclusion:</b> Results from the current study add to the existing literature by demonstrating a reduced rate of severe exacerbations in patients with asthma by using an SSRI/SNRI without limiting the analytic sample to a high-illness-severity subgroup defined by symptoms of asthma or depression. Future work should include a prospective, placebo controlled study with individuals who have asthma and no comorbid mental health condition, verified by a mental health professional.",2023
Moving from serotonin to serotonin-norepinephrine enhancement with increasing venlafaxine dose: clinical implications and strategies for a successful outcome in major depressive disorder.,"Mental health disorders, especially depressive and anxiety disorders, are associated with substantial health-related burden. While the second-generation antidepressants are widely accepted as first-line pharmacological treatment for major depressive disorder (MDD), patient response to such treatment is variable, with more than half failing to achieve complete remission, and residual symptoms are frequently present. Here, the pharmacodynamics of venlafaxine XR are reviewed in relation to its role as both a selective serotonin reuptake inhibitor (SSRI) and a serotonin-norepinephrine-reuptake inhibitor (SNRI), and we look at how these pharmacodynamic properties can be harnessed to guide clinical practice, asking the question 'is it possible to develop a symptom-cluster-based approach to the treatment of MDD with comorbid anxiety utilizing venlafaxine XR?.' Additionally, three illustrative clinical cases provide practical examples of the utility of venlafaxine-XR in real-world clinical practice. The place of venlafaxine XR in managing fatigue/low energy, a frequent residual symptom in MDD, is explored using pooled data from clinical trials of venlafaxine XR. Venlafaxine XR should be considered as a first-line treatment for MDD with or without comorbid anxiety, and there are clear pharmacodynamic signals supporting a symptom cluster-based treatment paradigm for venlafaxine XR.",2023
Real-world characteristics of European patients receiving SNRIs as first-line treatment for major depressive disorder.,"Serotonin-norepinephrine reuptake inhibitors (SNRIs) are among the most frequently prescribed antidepressants (ADs) for major depressive disorder (MDD), with an increasing trend in the last decade. Given the relative dearth of information regarding rationales for their preferred use as first-line ADs in the broad clinical routine, the present study systematically investigated real-world characteristics of MDD patients prescribed either SNRIs or other AD substances across different countries and treatment settings. In the present secondary analyses based on a large European, multi-site, naturalistic and cross-sectional investigation with a retrospective assessment of treatment outcome, we firstly defined the proportion of MDD patients receiving SNRIs as first-line AD psychopharmacotherapy and secondly compared their sociodemographic and clinical characteristics to those patients prescribed alternative first-line ADs during their current major depressive episode (MDE). Within the total sample of 1410 MDD patients, 336 (23.8 %) received first-line SNRIs. Compared to other ADs, SNRIs were significantly associated with inpatient care, suicidality and treatment resistance during the current MDE, and a longer lifetime duration of psychiatric hospitalizations. Moreover, greater severity of depressive symptoms at study entry, higher daily doses of the administered ADs, as well as more frequent prescriptions of psychopharmacotherapeutic add-on strategies in general and antipsychotic augmentation in particular, were significantly related to first-line SNRIs. Considering the limitations of a cross-sectional and retrospective study design, our data point towards a preferred use of first-line SNRIs in a generally more severely ill MDD patients, although they did not lead to superior treatment outcomes compared to alternative ADs.",2023
Linking individual variability in functional brain connectivity to polygenic risk in major depressive disorder.,"Major depressive disorder (MDD) is a highly heterogeneous disease, which brings great difficulties to clinical diagnosis and therapy. Its mechanism is still unknown. Prior neuroimaging studies mainly focused on mean differences between patients and healthy controls (HC), largely ignoring individual differences between patients. This study included 112 MDD patients and 93 HC subjects. Resting-state functional MRI data were obtained to examine the patterns of individual variability of brain functional connectivity (IVFC). The genetic risk of pathways including dopamine, 5-hydroxytryptamine (5-HT), norepinephrine (NE), hypothalamic-pituitary-adrenal (HPA) axis, and synaptic plasticity was assessed by multilocus genetic profile scores (MGPS), respectively. The IVFC pattern of the MDD group was similar but higher than that in HCs. The inter-network functional connectivity in the default mode network contributed to altered IVFC in MDD. 5-HT, NE, and HPA pathway genes affected IVFC in MDD patients. The age of onset, duration, severity, and treatment response, were correlated with IVFC. IVFC in the left ventromedial prefrontal cortex had a mediating effect between MGPS of the 5-HT pathway and baseline depression severity. Environmental factors and differences in locations of functional areas across individuals were not taken into account. This study found MDD patients had significantly different inter-individual functional connectivity variations than healthy people, and genetic risk might affect clinical manifestations through brain function heterogeneity.",2023
Bupropion XL unapproved use in the prisons: Two cases focused on the bupropion pharmacology.,"Bupropion (BUP) is a norepinephrine-dopamine reuptake inhibitor frequently used in prisons. Although its positive effects on depression treatment are often presented, there are many questions about its approved use in prisons and similar facilities. In this context, this article aims to present two case reports of BUP XL unapproved use and a review of the mechanism of action, formulations, and the clinical profile of BUP. Two case reports. The patients' data for the case reports were obtained from their medical records. A PubMed search was conducted using the terms BUP, inmates, and efficacy to identify randomized and non-randomized controlled trials and case reports to evaluate the possible effects of BUP in prison settings. Only approved medications were included. The positive effects of BUP XL on major depressive disorder treatment are well-reported, but few reports are on the pharmacokinetics of BUP XL in prisons. The exact mechanism of its effect on the central nervous system is predominantly connected with its unique pharmacokinetics. This paper shows that BUP XL will continue to play an essential role in treating a major depressive disorder in adults in prisons and other related disorders, although a different treatment strategy should be preferred in patients with high addictive potential. Because of a similar mechanism of action, the most appropriate alternatives for BUP XL could be mirtazapine, agomelatine, aripiprazole, and quetiapine, although clinical trials are needed to confirm these alternatives.",2022
Attempting to Increase the Effectiveness of the Antidepressant Trazodone Hydrochloride Drug Using π-Acceptors.,"Major depressive disorder is a prevalent mood illness that is mildly heritable. Cases with the highest familial risk had recurrence and onset at a young age. Trazodone hydrochloride is an antidepressant medicine that affects the chemical messengers in the brain known as neurotransmitters, which include acetylcholine, norepinephrine, dopamine, and serotonin. In the present research, in solid and liquid phases, the 1:1 charge-transfer complexes between trazodone hydrochloride (TZD) and six different π-acceptors were synthesized and investigated using different microscopic techniques. The relation of dative ion pairs [TZD+, A-], where A is the acceptor, was inferred via intermolecular charge-transfer complexes. Additionally, a molecular docking examination was utilized to compare the interactions of protein receptors (serotonin-6BQH) with the TZD alone or in combination with the six distinct acceptor charge-transfer complexes. To refine the docking results acquired from AutoDock Vina and to better examine the molecular mechanisms of receptor-ligand interactions, a 100 ns run of molecular dynamics simulation was used. All the results obtained in this study prove that the 2,6-dichloroquinone-4-chloroimide (DCQ)/TZD complex interacts with serotonin receptors more efficiently than reactant donor TZD only and that [(TZD)(DCQ)]-serotonin has the highest binding energy value of all π-acceptor complexes.",2022
Noradrenaline activation of hippocampal dopamine D<sub>1</sub> receptors promotes antidepressant effects.,"Dopamine D<sub>1</sub> receptors (D<sub>1</sub>Rs) in the hippocampal dentate gyrus (DG) are essential for antidepressant effects. However, the midbrain dopaminergic neurons, the major source of dopamine in the brain, only sparsely project to DG, suggesting possible activation of DG D<sub>1</sub>Rs by endogenous substances other than dopamine. We have examined this possibility using electrophysiological and biochemical techniques and found robust activation of D<sub>1</sub>Rs in mouse DG neurons by noradrenaline. Noradrenaline at the micromolar range potentiated synaptic transmission at the DG output and increased the phosphorylation of protein kinase A substrates in DG via activation of D<sub>1</sub>Rs and β adrenergic receptors. Neuronal excitation preferentially enhanced noradrenaline-induced synaptic potentiation mediated by D<sub>1</sub>Rs with minor effects on β-receptor-dependent potentiation. Increased voluntary exercise by wheel running also enhanced noradrenaline-induced, D<sub>1</sub>R-mediated synaptic potentiation, suggesting a distinct functional role of the noradrenaline-D<sub>1</sub>R signaling. We then examined the role of this signaling in antidepressant effects using mice exposed to chronic restraint stress. In the stressed mice, an antidepressant acting on the noradrenergic system induced a mature-to-immature change in the DG neuron phenotype, a previously proposed cellular substrate for antidepressant action. This effect was evident only in mice subjected to wheel running and blocked by a D<sub>1</sub>R antagonist. These results suggest a critical role of noradrenaline-induced activation of D<sub>1</sub>Rs in antidepressant effects in DG. Experience-dependent regulation of noradrenaline-D<sub>1</sub>R signaling may determine responsiveness to antidepressant drugs in depressive disorders.",2022
Retinal markers of therapeutic responses in major depressive disorder: Effects of antidepressants on retinal function.,"One goal of research into major depressive disorder (MDD) is to develop markers to predict and monitor the response to psychotropic treatments. The retina is endowed with a complex neurotransmission system, composed of the main neurotransmitters involved in the pathophysiology of MDD. The retina is therefore a relevant site of investigation for the identification of reliable and robust markers. However, the effects of antidepressants on the human retina are poorly studied. Here, we seek to study the potential specific effects of various antidepressants on retinal function in MDD patients. We assessed retinal function using flash (fERG), pattern (PERG) and multifocal (mfERG) electroretinogram in 19 MDD patients treated using antidepressants at baseline and at weeks 4, 8 and 12. We observed reduced b-wave amplitude of photopic fERG 3.0 in patients treated with Selective Serotonin Reuptake Inhibitor (SSRI) in comparison with patients treated with Serotonin-Norepinephrine Reuptake Inhibitor (SNRI) or Tricyclic Antidepressant (TCAD). We also showed that SNRIs were associated both with a decrease in PERG P50 implicit time and an increase in fERG 3.0 b-wave amplitude. TCADs were associated with an increase in fERG flicker 3.0 a- and b-wave amplitude. This is the first study in real-life conditions to show a specific effect of various antidepressants on retinal function evaluated by electroretinogram. Further investigations should be led to specify the effects of antidepressants on ERG in order to isolate reliable and reproducible markers for predicting and monitoring the response to antidepressants.",2022
A Review of Treatments and Clinical Guidelines for Perinatal Depression.,"Perinatal depression occurs in approximately 1 in 7 women and is considered the most common complication of pregnancy and childbearing. Management of perinatal depression may include a combination of nonpharmacological and pharmacological therapies depending on the severity of symptoms, the stage of gestation, and maternal preference. Healthcare providers are recommended to review current guidelines and provide information to women during pregnancy and postpartum regarding the risks and benefits of nonpharmacological and pharmacological treatment options for perinatal depression. In addition, healthcare providers should consider common barriers to treatment including inadequate screening and social stigma. This article reviews common treatments of perinatal depression as well as the clinical guidelines provided by the American Association of Obstetricians and Gynecologists (ACOG), the American Psychiatric Association (APA), and the US Preventive Services Task Force (USPSTF). Discussion of nonpharmacological therapies includes cognitive behavioral therapy (CBT) and interpersonal therapy (IPT). Pharmacological treatments are reviewed by drug class and include selective serotonin reuptake inhibitors (SSRIs), serotonin/norepinephrine reuptake inhibitors (SNRIs), norepinephrine/dopamine reuptake inhibitors (NDRIs), and tricyclic antidepressants (TCAs). Adjunctive treatments of severe depression, including second-generation antipsychotics (SGAs), are also discussed.",Unknown
Duloxetine ameliorates lipopolysaccharide-induced microglial activation by suppressing iNOS expression in BV-2 microglial cells.,"It is known that both selective serotonin and serotonin noradrenaline reuptake inhibitors (SSRI, SNRI) are first-line drugs for the treatment of major depressive disorder. It has also been considered that both SSRI and SNRI can improve the symptoms of major depressive disorder by increasing the concentration of monoamine in the synaptic cleft based on the monoamine hypothesis. However, accumulating evidence has indicated that inflammation in the brain may be a key factor in the pathophysiological mechanisms that underlie the development of major depressive disorder. It has been advocated that microglial cells may regulate the inflammatory response under pathological conditions such as major depressive disorder. In this study, we focused on whether duloxetine can ameliorate the inflammatory response induced by lipopolysaccharide (LPS) in BV-2 microglial cells. Our results indicated that duloxetine significantly decreased the NO production induced by LPS. The increase in the protein expression level of iNOS induced by LPS was significantly decreased by treatment with duloxetine. Moreover, the increases in the protein expression levels of phosphorylated-IκBα, phosphorylated-Akt and Akt induced by LPS were also significantly decreased. Unexpectedly, the protein expression levels of other pro-inflammatory factors such as COX-2 and the phosphorylation ratios for various molecules including IκBα and Akt were not changed by treatment with duloxetine. These findings suggest that duloxetine may have an anti-inflammatory effect, which could contribute to its therapeutic effectiveness for major depressive disorder.",2022
Determination of Patient Adherence for Duloxetine in Urine.,"Duloxetine, known by its brand name, CymbaltaTM, is a selective serotonin and norepinephrine reuptake inhibitor used to treat major depressive disorders. Determination of patient compliance for duloxetine is typically determined through medication possession ratio (MPR) or plasma concentrations. The purpose of this paper was to characterize normal urinary duloxetine concentrations in patients prescribed duloxetine to monitor patient adherence. Patient data collected from routine screens for duloxetine concentrations in urine were included in this study. Inclusion criteria consisted of patients who were prescribed duloxetine and (i) tested positive for duloxetine, (ii) tested negative for illicit substances and (iii) included creatinine, age and duloxetine dose administered. Of the 5,592 patient urines screened, 2,004 of the results fit into the inclusion criteria. Positive urine concentrations of duloxetine ranged from 50 to 2,722 ng/mL. Duloxetine urine concentrations were normalized to creatinine and dose further characterized by sex, age, body mass index (BMI) and dose in milligrams. Sample distribution included urines collected from 1,487 females and 517 males. The age range of the specimen donors was between 15 and 90 years old with an average age of 52. BMI levels ranged from 13.9 (underweight) to 88.1 (obese), with the average BMI being 33.5. The most common dose of duloxetine prescribed was a daily, oral dose of 60 mg. Analysis of the normalized, transformed creatinine concentrations showed that there was a significant statistical difference (P < 0.05) in the urinary duloxetine concentrations by sex and by dose (mg). Female patients further showed a statistical difference in urinary duloxetine concentration in age groups 18-64 and 64 and older. By characterizing urinary duloxetine concentrations in patients prescribed the medication, normalized distributions of data ranges have been established. These data ranges for urinary duloxetine concentrations can be used to determine patient compliance with duloxetine in routine, clinical samples.",2022
"The Relationships Among Metal Homeostasis, Mitochondria, and Locus Coeruleus in Psychiatric and Neurodegenerative Disorders: Potential Pathogenetic Mechanism and Therapeutic Implications.","While alterations in the locus coeruleus-noradrenergic system are present during early stages of neuropsychiatric disorders, it is unclear what causes these changes and how they contribute to other pathologies in these conditions. Data suggest that the onset of major depressive disorder and schizophrenia is associated with metal dyshomeostasis that causes glial cell mitochondrial dysfunction and hyperactivation in the locus coeruleus. The effect of the overactive locus coeruleus on the hippocampus, amygdala, thalamus, and prefrontal cortex can be responsible for some of the psychiatric symptoms. Although locus coeruleus overactivation may diminish over time, neuroinflammation-induced alterations are presumably ongoing due to continued metal dyshomeostasis and mitochondrial dysfunction. In early Alzheimer's and Parkinson's diseases, metal dyshomeostasis and mitochondrial dysfunction likely induce locus coeruleus hyperactivation, pathological tau or α-synuclein formation, and neurodegeneration, while reduction of glymphatic and cerebrospinal fluid flow might be responsible for β-amyloid aggregation in the olfactory regions before the onset of dementia. It is possible that the overactive noradrenergic system stimulates the apoptosis signaling pathway and pathogenic protein formation, leading to further pathological changes which can occur in the presence or absence of locus coeruleus hypoactivation. Data are presented in this review indicating that although locus coeruleus hyperactivation is involved in pathological changes at prodromal and early stages of these neuropsychiatric disorders, metal dyshomeostasis and mitochondrial dysfunction are critical factors in maintaining ongoing neuropathology throughout the course of these conditions. The proposed mechanistic model includes multiple pharmacological sites that may be targeted for the treatment of neuropsychiatric disorders commonly.",2023
"Disturbance of neurotransmitter metabolism in drug-naïve, first-episode major depressive disorder: a comparative study on adult and adolescent cohorts.","Neurotransmitter metabolism plays a critical role in the pathophysiology of major depressive disorder (MDD). However, whether the neurotransmitter metabolism in adolescent MDD is differentiated from adult MDD is still elusive. In the current study, plasma concentrations of monoamine and amino acid neurotransmitters as well as their metabolites, including tryptophan (TRP), kynurenine (KYN), kynurenic acid (KYNA), serotonin (5-HT), 5-hydroxyindoleacetic acid (5-HIAA), dopamine (DA), 3,4-dihydroxyphenylacetic acid (DOPAC), homovanillic acid (HVA), norepinephrine (NE), vanillylmandelic acid (VMA), 3-methoxy-4-hydroxyphenylglycol (MHPG), glutamine (GLN), glutamate (GLU) and gamma-aminobutyric acid (GABA), were measured and compared in two cohorts of subjects (adult cohort: 31 first-episode MDD vs. 35 healthy controls; adolescent cohort: 33 first-episode MDD vs. 30 healthy controls). To assess the effects of antidepressant treatment, we also analyzed the concentrations of these indexes pre- and post-treatment in adult and adolescent cohorts. At baseline, the deficits of neurotransmitter metabolism in adult MDD were manifested in all the neurotransmitter systems. In contrast, for adolescent MDD, the dysregulation of neurotransmission was mainly indicated in the catecholaminergic systems. After antidepressant treatment, adult MDD showed increased TRP, KYN, KYNA and GLU levels, together with decreased levels of 5-HIAA and DOPAC. Adolescent MDD illustrated an increased level of 5-HT and decreased levels of TRP and GABA. The improvements of Hamilton total scores correlated with the changes in plasma TRP and the turnover of KYN/TRP after treatment in all MDD patients. However, these correlations were only manifested in the adult MDD rather than in adolescent MDD patients. The findings highlight the shared and distinguished neurotransmitter pathways in MDD and emphasize the different antidepressant responses between adults and adolescents. Potentially, the neurotransmitters above could serve as diagnostic biomarkers and provide a novel pharmacological treatment strategy for MDD.",2022
Medications with Potential for Fetal Risk Prescribed to Veterans.,"<b><i>Background:</i></b> Women service members of the past 20 years experienced high rates of traumatizing events resulting in pharmacological treatment. Post-military lives may include having children. Typically, Veterans Health Administration (VHA) patients' pregnancies are managed outside the VHA. This study examined medication exposures during pregnancy. <b><i>Materials and Methods:</i></b> The Center for Maternal and Infant Outcomes Research in Translation (COMFORT) study collected primary survey data and linked secondary health care data from the VHA from 2015 to 2021. Medication fills and covariates were extracted for three 9-month periods: preconception, pregnancy, and postpartum. Multiple regression assessed factors associated with use during pregnancy of selective serotonin reuptake inhibitor (SSRI)/serotonin norepinephrine reuptake inhibitor (SNRI) or of non-recommended, potentially risky drugs, and of discontinuation of those medications from prepregnancy to pregnancy. <b><i>Results:</i></b> The cohort comprised 501 women-29% Black, 65% White, and 6% other races, of whom 63% had 50%-100% service-connected disability. During pregnancy, 36% had a pain-related disorder, 19% major depression, and 18% post-traumatic stress disorder. The median number of drug classes prescribed during pregnancy was 5. The use of SSRI/SNRI antidepressants dropped from 36% preconception to 26% during pregnancy including new starts; 15% discontinued SSRI/SNRI. Comorbidity predicted medication use. Depression predicted discontinuing SSRI/SNRI during pregnancy; no predictors of discontinuing potentially risky drugs were identified. <b><i>Conclusions:</i></b> Based on prescriptions filled within the VHA only-ignoring potential community-based fills-women veterans were prescribed numerous medications during pregnancy and discontinued antidepressants alarmingly. Veterans of childbearing potential should receive counseling about medication use before pregnancy occurs. Their non-VHA obstetricians and VHA providers should share information to optimize outcomes, reviewing medications as soon as pregnancy is detected as well as after pregnancy concludes.",2022
The Antidepressant Duloxetine Inhibits Platelet Function and Protects against Thrombosis.,"While cardiovascular disease (CVD) is the leading cause of death, major depressive disorder (MDD) is the primary cause of disability, affecting more than 300 million people worldwide. Interestingly, there is evidence that CVD is more prevalent in people with MDD. It is well established that neurotransmitters, namely serotonin and norepinephrine, are involved in the biochemical mechanisms of MDD, and consequently, drugs targeting serotonin-norepinephrine reuptake, such as duloxetine, are commonly prescribed for MDD. In this connection, serotonin and norepinephrine are also known to play critical roles in primary hemostasis. Based on these considerations, we investigated if duloxetine can be repurposed as an antiplatelet medication. Our results-using human and/or mouse platelets show that duloxetine dose-dependently inhibited agonist-induced platelet aggregation, compared to the vehicle control. Furthermore, it also blocked agonist-induced dense and α-granule secretion, integrin αIIbβ3 activation, phosphatidylserine expression, and clot retraction. Moreover duloxetine-treated mice had a significantly prolonged occlusion time. Finally, duloxetine was also found to impair hemostasis. Collectively, our data indicate that the antidepressant duloxetine, which is a serotonin-norepinephrine antagonist, exerts antiplatelet and thromboprotective effects and inhibits hemostasis. Consequently, duloxetine, or a rationally designed derivative, presents potential benefits in the context of CVD, including that associated with MDD.",2022
Association between selective serotonin and serotonin-noradrenaline reuptake inhibitor therapy and hematuria.,"Selective serotonin reuptake inhibitors (SSRIs) and serotonin-noradrenaline reuptake inhibitors (SNRIs) are used as first-line treatment for many psychiatric diseases, especially major depressive disorder. However, an important side effect of these drugs is the risk of bleeding due to platelet dysfunction. The aim of this study was to determine the frequency of hematuria in patients using SSRI/SNRIs and to compare with a control group. This study included patients who were followed up and treated with SSRI/SNRI in the psychiatric outpatient clinic of the Antalya Medical Park Hospital between 1 January 2021 and 31 March 2021 and a control group comprising patients who presented to the medical check-up outpatient clinic between the same dates. Complete urinalysis was performed for all patients and the results were compared between the groups. Each group included 100 patients with a female/male ratio of 1. The mean age was 41.45 ± 13.47 (16-74) years in the study group and 40.51 ± 13.75 (20-70) years in the control group (<i>p</i> = 0.519). Mean duration of SSRI/SNRI use in the study group was 13.35 ± 1.32 (1-64) months. The prevalence of hematuria was 17% in the SSRI/SNRI group and 6% in the control group (<i>p</i> = 0.015). All cases of hematuria were microscopic hematuria. Hematuria is significantly more common in patients receiving SSRI/SNRI treatment. The use of SSRI/SNRI should also be taken into account when investigating the etiology of hematuria.",2023
