title,abstract,year
"Unusual association of ST-T abnormalities, myocarditis and cardiomyopathy with H1N1 influenza in pregnancy: two case reports and review of the literature.","Myocarditis is rarely reported as an extra-pulmonary manifestation of influenza while pregnancy is a rare cause of cardiomyopathy. Pregnancy was identified as a major risk factor for increased mortality and morbidity due to H1N1 influenza in the pandemic of 2009 to 2010. However, to the best of our knowledge there are no previous reports in the literature linking H1N1 with myocarditis in pregnancy. We report the cases of two pregnant Caucasian women (aged 29 and 30), with no pre-existing illness, presenting with respiratory manifestations of H1N1 influenza virus infection in their third trimester. Both women developed evidence of myocarditis. One woman developed acute respiratory distress syndrome, almost reaching the point of requiring extra-corporeal membrane oxygenation, and subsequently developed persistent cardiomyopathy; the other recovered without any long-term consequence. While it is not possible to ascertain retrospectively if myocarditis was caused by either infection with H1N1 virus or as a result of pregnancy (in the absence of endomyocardial biopsies), the significant association with myocardial involvement in both women demonstrates the increased risk of exposure to H1N1 influenza virus in pregnant women. This highlights the need for health care providers to increase awareness amongst caregivers to target this 'at risk' group aggressively with vaccination and prompt treatment.",2011
Protein intrinsic disorder and induced pluripotent stem cells.,"Induced pluripotent stem (iPS) cells can be obtained from terminally differentiated somatic cells by overexpression of defined sets of reprogramming transcription factors. These protein sets have been called the Yamanaka factors, namely Sox2, Oct3/4 (Pou5f1), Klf4, and c-Myc, and the Thomson factors, namely Sox2, Oct3, Lin28, and Nanog. Other sets of proteins, while not essential for the formation of iPS cells, are important for improving the efficiency of the induction and still other sets of proteins are important as markers for embryonic stem cells. Structural information about most of these important proteins is very sparse. Our bioinformatics analysis herein reveals that these reprogramming factors and most of the efficiency-improving and embryonic stem cell markers are highly enriched in intrinsic disorder. As is typical for transcription factors, these proteins are modular. Specific sites for interaction with other proteins and DNA are dispersed in the long regions of intrinsic disorder. These highly dynamic interaction sites are evidently responsible for the delicate interplay among various molecules. The bioinformatics analysis given herein should facilitate the investigation of the roles and organization of these modular interaction sites, thereby helping to shed further light on the pathways that underlie the mechanism(s) by which terminally differentiated cells are converted to iPS cells.",2012
Molecular and trophic mechanisms of pituitary tumourigenesis.,"The paradox of pituitary tumours is that persistent growth is so atypical. By definition, all pituitary microadenomas regain complete trophic stability after an initial period of deregulated growth. Unlike tumours in many other organ systems, concern about significant growth of macroadenoma remnants after debulking is minimal. Despite reports of a relatively high prevalence of aneuploidy and clonal skewing in these tumours, prolonged efforts to implicate classical proto-oncogene activation and tumour suppressor mutations have been of limited success. No histological or molecular markers reliably predict behaviour. To date, the number of molecular genetic factors unequivocally linked to pituitary tumours can be counted on the fingers of one hand: (1) GNAS1 activation in acromegaly; (2) the MENIN and p27Kip1 (CDKN1B) mutations associated with multiple endocrine neoplasia type 1; (3) mutations of PRKA1RA with loss of 17q22-24 in Carney complex, and (4) aryl hydrocarbon receptor interacting protein gene mutations in 15% of familial isolated pituitary adenomas and 50% of familial isolated acromegaly. Together, these account for only a small proportion (<5%) of sporadic pituitary macroadenomas. In most instances, we still do not know what causes quantitative aberrations in trophic behaviour.",2011
The transcription factor HLH-2/E/Daughterless regulates anchor cell invasion across basement membrane in C. elegans.,"Cell invasion through basement membrane is a specialized cellular behavior critical for many developmental processes and leukocyte trafficking. Invasive cellular behavior is also inappropriately co-opted during cancer progression. Acquisition of an invasive phenotype is accompanied by changes in gene expression that are thought to coordinate the steps of invasion. The transcription factors responsible for these changes in gene expression, however, are largely unknown. C. elegans anchor cell (AC) invasion is a genetically tractable in vivo model of invasion through basement membrane. AC invasion requires the conserved transcription factor FOS-1A, but other transcription factors are thought to act in parallel to FOS-1A to control invasion. Here we identify the transcription factor HLH-2, the C. elegans ortholog of Drosophila Daughterless and vertebrate E proteins, as a regulator of AC invasion. Reduction of HLH-2 function by RNAi or with a hypomorphic allele causes defects in AC invasion. Genetic analysis indicates that HLH-2 has functions outside of the FOS-1A pathway. Using expression analysis, we identify three genes that are transcriptionally regulated by HLH-2: the protocadherin cdh-3, and two genes encoding secreted extracellular matrix proteins, mig-6/papilin and him-4/hemicentin. Further, we show that reduction of HLH-2 function causes defects in polarization of F-actin to the invasive cell membrane, a process required for the AC to generate protrusions that breach the basement membrane. This work identifies HLH-2 as a regulator of the invasive phenotype in the AC, adding to our understanding of the transcriptional networks that control cell invasion.",2011
Therapeutic Fc-fusion proteins and peptides as successful alternatives to antibodies.,"Therapeutic antibodies have captured substantial attention due to the relatively high rate at which these products reach marketing approval, and the subsequent commercial success they frequently achieve. In the 2000s, a total of 20 antibodies (18 full-length IgG and 2 Fab) were approved by the Food and Drug Administration (FDA) or European Medicines Agency (EMA). In the 2010s to date, an additional 3 antibodies (denosumab, belimumab, ipilimumab) have been approved and one antibody-drug conjugate (brentuximab vedotin) is undergoing regulatory review and may be approved in the US by August 30, 2011. However, a less heralded group of antibody-based therapeutics comprising proteins or peptides fused with an Fc is following the success of classical antibodies.",2011
A case of fascioscapulohumeral muscular dystrophy misdiagnosed as Becker's muscular dystrophy for 20 years.,"A 60-year-old man diagnosed clinically with Becker's muscular dystrophy 20 years ago by another physician presented with gradually progressive proximal muscle weakness since teenage years. Family history revealed a strong paternal familial inheritance pattern of similar distribution of weakness-face, forearm flexion, knee extension and foot dorsiflexion. Work-ups revealed B12 deficiency and allele 1 deletion in fascioscapulohumeral muscular dystrophy (FSHD) DNA testing. FSHD is the third most common muscular dystrophy. Clinical diagnosis is made from the distinctive pattern of weakness, autosomal-dominant inheritance, and confirmed by genetic testing. This case strongly demonstrates the importance of a thorough and careful clinical evaluation even in a case with a long standing diagnosis.",2012
Histone H3 trimethylation at lysine 36 is associated with constitutive and facultative heterochromatin.,"The mammalian genome contains numerous regions known as facultative heterochromatin, which contribute to transcriptional silencing during development and cell differentiation. We have analyzed the pattern of histone modifications associated with facultative heterochromatin within the mouse imprinted Snurf-Snrpn cluster, which is homologous to the human Prader-Willi syndrome genomic region. We show here that the maternally inherited Snurf-Snrpn 3-Mb region, which is silenced by a potent transcription repressive mechanism, is uniformly enriched in histone methylation marks usually found in constitutive heterochromatin, such as H4K20me3, H3K9me3, and H3K79me3. Strikingly, we found that trimethylated histone H3 at lysine 36 (H3K36me3), which was previously identified as a hallmark of actively transcribed regions, is deposited onto the silenced, maternally contributed 3-Mb imprinted region. We show that H3K36me3 deposition within this large heterochromatin domain does not correlate with transcription events, suggesting the existence of an alternative pathway for the deposition of this histone modification. In addition, we demonstrate that H3K36me3 is markedly enriched at the level of pericentromeric heterochromatin in mouse embryonic stem cells and fibroblasts. This result indicates that H3K36me3 is associated with both facultative and constitutive heterochromatin. Our data suggest that H3K36me3 function is not restricted to actively transcribed regions only and may contribute to the composition of heterochromatin, in combination with other histone modifications.",2011
Regulation of TFEB and V-ATPases by mTORC1.,"Mammalian target of rapamycin (mTOR) complex 1 (mTORC1) is an important, highly conserved, regulator of cell growth. Ancient among the signals that regulate mTORC1 are nutrients. Amino acids direct mTORC1 to the surface of the late endosome/lysosome, where mTORC1 becomes receptive to other inputs. However, the interplay between endosomes and mTORC1 is poorly understood. Here, we report the discovery of a network that links mTORC1 to a critical component of the late endosome/lysosome, the V-ATPase. In an unbiased screen, we found that mTORC1 regulated the expression of, among other lysosomal genes, the V-ATPases. mTORC1 regulates V-ATPase expression both in cells and in mice. V-ATPase regulation by mTORC1 involves a transcription factor translocated in renal cancer, TFEB. TFEB is required for the expression of a large subset of mTORC1 responsive genes. mTORC1 coordinately regulates TFEB phosphorylation and nuclear localization and in a manner dependent on both TFEB and V-ATPases, mTORC1 promotes endocytosis. These data uncover a regulatory network linking an oncogenic transcription factor that is a master regulator of lysosomal biogenesis, TFEB, to mTORC1 and endocytosis.",2011
Impact of genetic variants on post-clopidogrel platelet reactivity in patients after elective percutaneous coronary intervention.,"To determine the effect of various SNPs on post-clopidogrel platelet reactivity and clinical outcome. Cytochrome 2C19 (CYP2C19) loss-of-function (LOF; *2, *3) and gain-of-function (GOF; *17) allelic variants, together with ABCB1 (3435 C→T and 2677 G→T/A) and paraoxonase-1 (PON-1; 192 Q→R) SNPs were analyzed in 189 patients after elective stent implantation who participated in a randomized, placebo-controlled trial (NCT00638326). Platelet reactivity was determined with light transmission aggregometry and vasodilator stimulated phosphoprotein phosphorylation (VASP-PRI) 12-24 h after 600 mg clopidogrel. High on-treatment platelet reactivity (HTPR) was defined according to the consensus definition (ADP 5 µM >46%; VASP-PRI>50%). In the case of CYP2C19 genotypes, a gene-dose effect was observed in ADP reactivity with the lowest values in GOF homozygotes and the highest degree in patients carrying two LOF alleles. The odds for HTPR also increased with the number of LOF alleles. There were no significant differences in platelet reactivity according to PON-1 or ABCB1 genotypes. In multivariate analysis, the presence of a CYP2C19 LOF allele turned out to be the independent determinant of HTPR. Although the study was not powered to clinical outcome (not LOF heterozygotes), only patients with two LOF alleles had a significantly higher risk for cardiovascular death, myocardial infarction or unplanned target vessel revascularization at 1 year compared with non-LOF carriers. Genetic variants in CYP2C19 have a gene-dose effect on post-clopidogrel platelet reactivity, with homozygote LOF carriers having the highest risk for HTPR and for adverse ischemic events. Neither ABCB1 nor PON-1 genotypes significantly influenced platelet reactivity or outcome.",2011
Treatment of myasthenia gravis: focus on pyridostigmine.,"Acquired myasthenia gravis (MG) is a chronic autoimmune disorder of the neuromuscular junction, characterized clinically by muscle weakness and abnormal fatigability on exertion. Current guidelines and recommendations for MG treatment are based largely on clinical experience, retrospective analyses and expert consensus. Available therapies include oral acetylcholinesterase (AChE) inhibitors for symptomatic treatment, and short- and long-term disease-modifying treatments. This review focuses on treatment of MG, mainly on the use of the AChE inhibitor pyridostigmine. Despite a lack of data from well controlled clinical trials to support their use, AChE inhibitors, of which pyridostigmine is the most commonly used, are recommended as first-line therapy for MG. Pyridostigmine has been used as a treatment for MG for over 50 years and is generally considered safe. It is suitable as a long-term treatment in patients with generalized non-progressive milder disease, and as an adjunctive therapy in patients with severe disease who are also receiving immunotherapy. Novel AChE inhibitors with oral antisense oligonucleotides have been developed and preliminary results appear to be promising. In general, however, AChE inhibitors provide only partial benefit and most patients eventually switch to long-term immunosuppressive therapies, most frequently corticosteroids and/or azathioprine. Although AChE inhibitors are known to be well tolerated and effective in relieving the symptoms of MG, further efforts are required to improve treatment options for the management of this disorder.",2011
Urine hepcidin has additive value in ruling out cardiopulmonary bypass-associated acute kidney injury: an observational cohort study.,"Conventional markers of acute kidney injury (AKI) lack diagnostic accuracy and are expressed only late after cardiac surgery with cardiopulmonary bypass (CPB). Recently, interest has focused on hepcidin, a regulator of iron homeostasis, as a unique renal biomarker. We studied 100 adult patients in the control arm of a randomized, controlled trial http://www.clinicaltrials.gov/NCT00672334 who were identified as being at increased risk of AKI after cardiac surgery with CPB. AKI was defined according to the Risk, Injury, Failure, Loss, End-stage renal disease classification of AKI classification stage. Samples of plasma and urine were obtained simultaneously (1) before CPB (2) six hours after the start of CPB and (3) twenty-four hours after CPB. Plasma and urine hepcidin 25-isoforms were quantified by competitive enzyme-linked immunoassay. In AKI-free patients (N = 91), urine hepcidin concentrations had largely increased at six and twenty-four hours after CPB, and they were three to seven times higher compared to patients with subsequent AKI (N = 9) in whom postoperative urine hepcidin remained at preoperative levels (P = 0.004, P = 0.002). Furthermore, higher urine hepcidin and, even more so, urine hepcidin adjusted to urine creatinine at six hours after CPB discriminated patients who did not develop AKI (area under the curve (AUC) receiver operating characteristic curve 0.80 [95% confidence interval (95% CI) 0.71 to 0.87] and 0.88 [95% CI 0.78 to 0.97]) or did not need renal replacement therapy initiation (AUC 0.81 [95% CI 0.72 to 0.88] 0.88 [95% CI 0.70 to 0.99]) from those who did. At six hours, urine hepcidin adjusted to urine creatinine was an independent predictor of ruling out AKI (P = 0.011). Plasma hepcidin did not predict no development of AKI. The study findings remained essentially unchanged after excluding patients with preoperative chronic kidney disease. Our findings suggest that urine hepcidin is an early predictive biomarker of ruling out AKI after CPB, thereby contributing to early patient risk stratification.",2011
Personality changes in patients with beginning Alzheimer disease.,"To investigate personality traits in patients with Alzheimer disease, compared with mentally healthy control subjects. We compared both current personality characteristics using structured interviews as well as current and previous personality traits as assessed by proxies. Fifty-four patients with mild Alzheimer disease and 64 control subjects described their personality traits using the Structured Interview for the Five-Factor Model. Family members filled in the Revised NEO Personality Inventory, Form R, to evaluate their proxies' current personality traits, compared with 5 years before the estimated beginning of Alzheimer disease or 5 years before the control subjects. After controlling for age, the Alzheimer disease group presented significantly higher scores than normal control subjects on current neuroticism, and significantly lower scores on current extraversion, openness, and conscientiousness, while no significant difference was observed on agreeableness. A similar profile, though less accentuated, was observed when considering personality traits as the patients' proxies remembered them. Diachronic personality assessment showed again significant differences between the 2 groups for the same 4 domains, with important personality changes only for the Alzheimer disease group. Group comparison and retrospective personality evaluation are convergent. Significant personality changes follow a specific trend in patients with Alzheimer disease and contrast with the stability generally observed in mentally healthy people in their personality profile throughout their lives. Whether or not the personality assessment 5 years before the current status corresponds to an early sign of Alzheimer disease or real premorbid personality differences in people who later develop Alzheimer disease requires longitudinal studies.",2011
Long-term treatment with ivabradine in post-myocardial infarcted rats counteracts f-channel overexpression.,"Recent clinical data suggest beneficial effects of ivabradine, a specific heart rate (HR)-lowering drug, in heart failure patients. However, the mechanisms responsible for these effects have not been completely clarified. Thus, we investigated functional/molecular changes in I(f), the specific target of ivabradine, in the failing atrial and ventricular myocytes where this current is up-regulated as a consequence of maladaptive remodelling. We investigated the effects of ivabradine (IVA; 10 mg·kg(-1) ·day(-1) for 90 days) on electrophysiological remodelling in left atrial (LA), left ventricular (LV) and right ventricular (RV) myocytes from post-mycardial infarcted (MI) rats, with sham-operated (sham or sham + IVA) rats as controls. I(f) current was measured by patch-clamp; hyperpolarization-activated cyclic nucleotide-gated (HCN) channel isoforms and microRNA (miRNA-1 and miR-133) expression were evaluated by reverse transcription quantitative PCR. Maximal specific conductance of I(f) was increased in MI, versus sham, in LV (P < 0.01) and LA myocytes (P < 0.05). Ivabradine reduced HR in both MI and sham rats (P < 0.05). In MI + IVA, I(f) overexpression was attenuated and HCN4 transcription reduced by 66% and 54% in LV and RV tissue, respectively, versus MI rats (all P < 0.05). miR-1 and miR-133, which modulate post-transcriptional expression of HCN2 and HCN4 genes, were significantly increased in myocytes from MI + IVA. The beneficial effects of ivabradine may be due to the reversal of electrophysiological cardiac remodelling in post-MI rats by reduction of functional overexpression of HCN channels. This is attributable to transcriptional and post-transcriptional mechanisms.",2012
Induction of pluripotent stem cells from autopsy donor-derived somatic cells.,"Human induced pluripotent stem cells (iPSCs) have become an intriguing approach for neurological disease modeling, because neural lineage-specific cell types that retain the donors' complex genetics can be established in vitro. The statistical power of these iPSC-based models, however, is dependent on accurate diagnoses of the somatic cell donors; unfortunately, many neurodegenerative diseases are commonly misdiagnosed in live human subjects. Postmortem histopathological examination of a donor's brain, combined with premortem clinical criteria, is often the most robust approach to correctly classify an individual as a disease-specific case or unaffected control. In this study, we describe iPSCs generated from a skin biopsy collected postmortem during the rapid autopsy of a 75-year-old male, whole body donor, defined as an unaffected neurological control by both clinical and histopathological criteria. These iPSCs were established in a feeder-free system by lentiviral transduction of the Yamanaka factors, Oct3/4, Sox2, Klf4, and c-Myc. Selected iPSC clones expressed both nuclear and surface antigens recognized as pluripotency markers of human embryonic stem cells (hESCs) and were able to differentiate in vitro into neurons and glia. Statistical analysis also demonstrated that fibroblast proliferation was significantly affected by biopsy site, but not donor age (within an elderly cohort). These results provide evidence that autopsy donor-derived fibroblasts can be successfully reprogrammed into iPSCs, and may provide an advantageous approach for generating iPSC-based neurological disease models.",2011
Dual EGFR/HER2 inhibition sensitizes prostate cancer cells to androgen withdrawal by suppressing ErbB3.,"Patients with recurrent prostate cancer are commonly treated with androgen withdrawal therapy (AWT); however, almost all patients eventually progress to castration resistant prostate cancer (CRPC), indicating failure of AWT to eliminate androgen-sensitive prostate cancer. The overall goal of these studies is to determine whether dual inhibition of the receptor tyrosine kinases epidermal growth factor receptor (EGFR) and HER2 would prolong the effectiveness of this treatment in prostate cancer. We used androgen-dependent LNCaP cells and its CRPC sublines LNCaP-AI and C4-2. Additional data were collected in pRNS-1-1 cells stably expressing a mutant androgen receptor (AR-T877A), and in nude mice harboring CWR22 tumors. Studies utilized EGFR inhibitors erlotinib and AG1478, and HER2 inhibitors trastuzumab and AG879. Dual EGFR/HER2 inhibition induced apoptosis selectively in androgen-sensitive prostate cancer cells undergoing AWT, but not in the presence of androgens, or in CRPC cells. We show that AWT alone failed to induce significant apoptosis in androgen-dependent cells, due to AWT-induced increase in HER2 and ErbB3, which promoted survival by increasing Akt phosphorylation. AWT-induced ErbB3 stabilized the AR and stimulated PSA, while it was inactivated only by inhibition of both its dimerization partners EGFR and HER2 (prostate cancer cells do not express ErbB4); but not the inhibition of any one receptor alone, explaining the success of dual EGFR/HER2 inhibition in sensitizing androgen-dependent cells to AWT. The effectiveness of the inhibitors in suppressing growth correlated with its ability to prevent Akt phosphorylation. These studies indicate that dual EGFR/HER2 inhibition, administered together with AWT, sensitize prostate cancer cells to apoptosis during AWT.",2011
Current and emerging treatments for the management of myasthenia gravis.,"Myasthenia gravis is an autoimmune neuromuscular disorder. There are several treatment options, including symptomatic treatment (acetylcholinesterase inhibitors), short-term immunosuppression (corticosteroids), long-term immunosuppression (azathioprine, cyclosporine, cyclophosphamide, methotrexate, mycophenolate mofetil, rituximab, tacrolimus), rapid acting short-term immunomodulation (intravenous immunoglobulin, plasma exchange), and long-term immunomodulation (thymectomy). This review explores in detail these different treatment options. Potential future treatments are also discussed.",2011
Putative biomarkers and targets of estrogen receptor negative human breast cancer.,"Breast cancer is a progressive and potentially fatal disease that affects women of all ages. Like all progressive diseases, early and reliable diagnosis is the key for successful treatment and annihilation. Biomarkers serve as indicators of pathological, physiological, or pharmacological processes. Her2/neu, CA15.3, estrogen receptor (ER), progesterone receptor (PR), and cytokeratins are biomarkers that have been approved by the Food and Drug Administration for disease diagnosis, prognosis, and therapy selection. The structural and functional complexity of protein biomarkers and the heterogeneity of the breast cancer pathology present challenges to the scientific community. Here we review estrogen receptor-related putative breast cancer biomarkers, including those of putative breast cancer stem cells, a minor population of estrogen receptor negative tumor cells that retain the stem cell property of self-renewal. We also review a few promising cytoskeleton targets for ER alpha negative breast cancer.",2011
Integrated genomic approaches to identification of candidate genes underlying metabolic and cardiovascular phenotypes in the spontaneously hypertensive rat.,"The spontaneously hypertensive rat (SHR) is a widely used rodent model of hypertension and metabolic syndrome. Previously we identified thousands of cis-regulated expression quantitative trait loci (eQTLs) across multiple tissues using a panel of rat recombinant inbred (RI) strains derived from Brown Norway and SHR progenitors. These cis-eQTLs represent potential susceptibility loci underlying physiological and pathophysiological traits manifested in SHR. We have prioritized 60 cis-eQTLs and confirmed differential expression between the parental strains by quantitative PCR in 43 (72%) of the eQTL transcripts. Quantitative trait transcript (QTT) analysis in the RI strains showed highly significant correlation between cis-eQTL transcript abundance and clinically relevant traits such as systolic blood pressure and blood glucose, with the physical location of a subset of the cis-eQTLs colocalizing with ""physiological"" QTLs (pQTLs) for these same traits. These colocalizing correlated cis-eQTLs (c3-eQTLs) are highly attractive as primary susceptibility loci for the colocalizing pQTLs. Furthermore, sequence analysis of the c3-eQTL genes identified single nucleotide polymorphisms (SNPs) that are predicted to affect transcription factor binding affinity, splicing and protein function. These SNPs, which potentially alter transcript abundance and stability, represent strong candidate factors underlying not just eQTL expression phenotypes, but also the correlated metabolic and physiological traits. In conclusion, by integration of genomic sequence, eQTL and QTT datasets we have identified several genes that are strong positional candidates for pathophysiological traits observed in the SHR strain. These findings provide a basis for the functional testing and ultimate elucidation of the molecular basis of these metabolic and cardiovascular phenotypes.",2011
Evaluation of anticonvulsants for possible use in neuropathic pain.,"Neuropathic pain is a kind of pain related with functional abnormality of neurons. Despite large progress in pharmacotherapy, neuropathic pain is still considered an unmet need. Nowadays, there are few drugs registered for this condition, such as pregabalin, gabapentin, duloxetine, carbamazepine, and lidocaine. Among them, pregabalin, gabapentin and carbamazepine are well known antiepileptic drugs. Among the group of new antiepileptic drugs, which are addressed to 1% of human world population suffering from seizures, it turned out that 30% of the seizures resistant to pharmacotherapy has not enough market to justify the costs of drug development. Therefore, it is already a phenomenon that researchers turn their projects toward a larger market, related with possible similar mechanism. Anticonvulsant mechanism of action is in the first place among primary indications for drugs revealing potential analgesic activity. Therefore, many drug candidates for epilepsy, still in preclinical stage, are being evaluated for activity in neuropathic pain. This review is focusing on antiepileptic drugs, which are evaluated for their analgesic activity in major tests related with neuropathic pain. Relation between structure, mechanism of action and result in tests such as the Chung model (spinal nerve ligation SNL), the Bennett model (chronic constriction injury of sciatic nerve CCI) and other tests are considered. The first examples are carbamazepine, gabapentin, and lacosamide as drugs well established in epilepsy market as well as drug candidates such as valnoctamide, and other valproic acid derivatives, novel biphenyl pyrazole derivatives, etc. Moreover, clinical efficacy related with listed animal models has been discussed.",2011
Altered surfactant homeostasis and recurrent respiratory failure secondary to TTF-1 nuclear targeting defect.,"Mutations of genes affecting surfactant homeostasis, such as SFTPB, SFTPC and ABCA3, lead to diffuse lung disease in neonates and children. Haploinsufficiency of NKX2.1, the gene encoding the thyroid transcription factor-1 (TTF-1)--critical for lung, thyroid and central nervous system morphogenesis and function--causes a rare form of progressive respiratory failure designated brain-lung-thyroid syndrome. Molecular mechanisms involved in this syndrome are heterogeneous and poorly explored. We report a novel TTF-1 molecular defect causing recurrent respiratory failure episodes in an infant. The subject was an infant with severe neonatal respiratory distress syndrome followed by recurrent respiratory failure episodes, hypopituitarism and neurological abnormalities. Lung histology and ultrastructure were assessed by surgical biopsy. Surfactant-related genes were studied by direct genomic DNA sequencing and array chromatine genomic hybridization (aCGH). Surfactant protein expression in lung tissue was analyzed by confocal immunofluorescence microscopy. For kinetics studies, surfactant protein B and disaturated phosphatidylcholine (DSPC) were isolated from serial tracheal aspirates after intravenous administration of stable isotope-labeled (2)H(2)O and (13)C-leucine; fractional synthetic rate was derived from gas chromatography/mass spectrometry (2)H and (13)C enrichment curves. Six intubated infants with no primary lung disease were used as controls. Lung biopsy showed desquamative interstitial pneumonitis and lamellar body abnormalities suggestive of genetic surfactant deficiency. Genetic studies identified a heterozygous ABCA3 mutation, L941P, previously unreported. No SFTPB, SFTPC or NKX2.1 mutations or deletions were found. However, immunofluorescence studies showed TTF-1 prevalently expressed in type II cell cytoplasm instead of nucleus, indicating defective nuclear targeting. This pattern has not been reported in human and was not found in two healthy controls and in five ABCA3 mutation carriers. Kinetic studies demonstrated a marked reduction of SP-B synthesis (43.2 vs. 76.5 ± 24.8%/day); conversely, DSPC synthesis was higher (12.4 vs. 6.3 ± 0.5%/day) compared to controls, although there was a marked reduction of DSPC content in tracheal aspirates (29.8 vs. 56.1 ± 12.4% of total phospholipid content). Defective TTF-1 signaling may result in profound surfactant homeostasis disruption and neonatal/pediatric diffuse lung disease. Heterozygous ABCA3 missense mutations may act as disease modifiers in other genetic surfactant defects.",2011
A rapid in situ procedure for determination of bacterial susceptibility or resistance to antibiotics that inhibit peptidoglycan biosynthesis.,"Antibiotics which inhibit bacterial peptidoglycan biosynthesis are the most widely used in current clinical practice. Nevertheless, resistant strains increase dramatically, with serious economic impact and effects on public health, and are responsible for thousands of deaths each year. Critical clinical situations should benefit from a rapid procedure to evaluate the sensitivity or resistance to antibiotics that act at the cell wall. We have adapted a kit for rapid determination of bacterial DNA fragmentation, to assess cell wall integrity. Cells incubated with the antibiotic were embedded in an agarose microgel on a slide, incubated in an adapted lysis buffer, stained with a DNA fluorochrome, SYBR Gold and observed under fluorescence microscopy. The lysis affects the cells differentially, depending on the integrity of the wall. If the bacterium is susceptible to the antibiotic, the weakened cell wall is affected by the lysing solution so the nucleoid of DNA contained inside the bacterium is released and spread. Alternatively, if the bacterium is resistant to the antibiotic, it is practically unaffected by the lysis solution and does not liberate the nucleoid, retaining its normal morphological appearance. In an initial approach, the procedure accurately discriminates susceptible, intermediate and resistant strains of Escherichia coli to amoxicillin/clavulanic acid. When the bacteria came from an exponentially growing liquid culture, the effect on the cell wall of the β-lactam was evident much earlier that when they came from an agar plate. A dose-response experiment with an E. coli strain susceptible to ampicillin demonstrated a weak effect before the MIC dose. The cell wall damage was not homogenous among the different cells, but the level of damage increased as dose increased with a predominant degree of effect for each dose. A microgranular-fibrilar extracellular background was evident in gram-negative susceptible strains after β-lactam treatment. This material was digested by DNase I, hybridised with a specific whole genome probe, and so recognized as DNA fragments released by the bacteria. Finally, 46 clinical strains from eight gram-negative and four gram-positive species were evaluated blind for susceptibility or resistance to one of four different β-lactams and vancomycin, confirming the applicability of the methodology. The technique to assess cell wall integrity appears to be a rapid and simple procedure to identify resistant and susceptible strains to antibiotics that interfere with peptidoglycan biosynthesis.",2011
Visceral hypersensitivity in endometriosis: a new target for treatment?,"In women presenting to gynaecological clinics with lower abdominal pain, the cause is frequently attributed to endometriosis irrespective of whether it is found to be minimal or extensive at laparoscopy. Irritable bowel syndrome (IBS) is also common in this setting, and it was speculated that the visceral hypersensitivity associated with this condition might be amplifying the symptoms of endometriosis. Visceral sensitivity to balloon distension, symptoms and psychological status were assessed following laparoscopy in 20 women with minimal to mild endometriosis, 20 with moderate to severe endometriosis, 20 with laparoscopy negative abdominal pain and 20 asymptomatic women undergoing laparoscopic sterilisation who acted as controls, and compared with 20 women with IBS. Compared with controls, patients with minimal to mild and moderate to severe endometriosis had a higher prevalence of symptoms consistent with IBS (0% vs 65% and 50%, respectively, p<0.001) with significantly lower mean pain thresholds (39.5 mm Hg (95% CI 36.0 to 43.0) vs 28.1 mm Hg (95% CI 24.5 to 31.6), p=0.001 and 28.8 mm Hg (95% CI 24.9 to 32.6), p=0.002) not explained by differences in rectal compliance. Patients with laparoscopy negative pain had symptoms and visceral sensitivity similar to patients with IBS. Controls undergoing laparoscopy had normal sensitivity, indicating that the laparoscopic procedure was not inducing hypersensitivity. Visceral hypersensitivity is extremely common in endometriosis and could be intensifying the pain. This finding might explain why mildly affected individuals often complain of severe symptoms out of proportion to the extent of their disease. This study has introduced a completely new concept into the understanding of pain in endometriosis and could open up new opportunities for treatment.",2012
Factors contributing to physical activity in a chronic low back pain clinical sample: a comprehensive analysis using continuous ambulatory monitoring.,"Back pain is one of the most common causes of disability in industrialized nations. Despite this, the variables that contribute to disability are not well understood and optimal measurement strategies of disability have not yet been determined. The present study sought to comprehensively assess the strongest predictors of physical activity as a proxy for disability. New patients in a chronic pain specialty clinic completed questionnaires to assess the predictors of physical activity and engaged in 5 days of home data collection wearing an accelerometer to assess physical activity in daily life, which is how disability was operationalized in this study. Analysis of repeated measures patient data revealed that, of 3 composite variables each representing a theoretical model, the model representative of operant factors significantly predicted physical activity. Subsequent analyses showed that pain sensitivity, fear avoidance, and solicitous spousal responses account for a significant amount of the variance in physical activity. These findings suggest that external sources of reinforcement or punishment may serve to influence physical behavior beyond that of internal cues such as fear avoidance or pain. Implications for treatment are discussed, including the potential benefits of specifically incorporating the patient's sources of operant reinforcement or punishment into treatment.",2011
